Key      | Name                                       | CpuId                            | FormId   | InstForm                                                         | InstClass          | InstSig                                                  | Types                            | Category                         | Signature
800      | _mm512_reduce_mul_ps                       | AVX512F/KNCNI                    | 0        |                                                                  |                    |                                                          | Floating Point                   | Arithmetic                       | float _mm512_reduce_mul_ps(__m512 a)
801      | _mm512_reduce_or_epi32                     | AVX512F/KNCNI                    | 0        |                                                                  |                    |                                                          | Integer                          | Logical                          | int _mm512_reduce_or_epi32(__m512i a)
802      | _mm512_reduce_or_epi64                     | AVX512F/KNCNI                    | 0        |                                                                  |                    |                                                          | Integer                          | Logical                          | __int64 _mm512_reduce_or_epi64(__m512i a)
803      | _mm512_rem_epi16                           | AVX512F                          | 0        |                                                                  |                    |                                                          | Integer                          | Arithmetic                       | __m512i _mm512_rem_epi16(__m512i a, __m512i b)
804      | _mm512_rem_epi32                           | AVX512F                          | 0        |                                                                  |                    |                                                          | Integer                          | Arithmetic                       | __m512i _mm512_rem_epi32(__m512i a, __m512i b)
805      | _mm512_rem_epi64                           | AVX512F                          | 0        |                                                                  |                    |                                                          | Integer                          | Arithmetic                       | __m512i _mm512_rem_epi64(__m512i a, __m512i b)
806      | _mm512_rem_epi8                            | AVX512F                          | 0        |                                                                  |                    |                                                          | Integer                          | Arithmetic                       | __m512i _mm512_rem_epi8(__m512i a, __m512i b)
807      | _mm512_rem_epu16                           | AVX512F                          | 0        |                                                                  |                    |                                                          | Integer                          | Arithmetic                       | __m512i _mm512_rem_epu16(__m512i a, __m512i b)
808      | _mm512_rem_epu32                           | AVX512F                          | 0        |                                                                  |                    |                                                          | Integer                          | Arithmetic                       | __m512i _mm512_rem_epu32(__m512i a, __m512i b)
809      | _mm512_rem_epu64                           | AVX512F                          | 0        |                                                                  |                    |                                                          | Integer                          | Arithmetic                       | __m512i _mm512_rem_epu64(__m512i a, __m512i b)
810      | _mm512_rem_epu8                            | AVX512F                          | 0        |                                                                  |                    |                                                          | Integer                          | Arithmetic                       | __m512i _mm512_rem_epu8(__m512i a, __m512i b)
811      | _mm512_rint_pd                             | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Special Math Functions           | __m512d _mm512_rint_pd(__m512d a)
812      | _mm512_rint_ps                             | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Special Math Functions           | __m512 _mm512_rint_ps(__m512 a)
813      | _mm512_round_ps                            | KNCNI                            | 0        |                                                                  | VROUNDPS           | VROUNDPS zmm, m512, imm8                                 | Floating Point                   | Convert                          | __m512 _mm512_round_ps(__m512 a, int rounding, _MM_EXP_ADJ_ENUM expadj)
814      | _mm512_roundfxpnt_adjust_pd                | KNCNI                            | 0        |                                                                  |                    | VRNDFXPNTPD zmm, m512, imm8                              | Floating Point                   | Miscellaneous                    | __m512d _mm512_roundfxpnt_adjust_pd(__m512d a, int rounding, _MM_EXP_ADJ_ENUM expadj)
815      | _mm512_roundfxpnt_adjust_ps                | KNCNI                            | 0        |                                                                  |                    | VRNDFXPNTPS zmm, m512, imm8                              | Floating Point                   | Miscellaneous                    | __m512 _mm512_roundfxpnt_adjust_ps(__m512 a, int rounding, _MM_EXP_ADJ_ENUM expadj)
816      | _mm512_rsqrt23_ps                          | KNCNI                            | 0        |                                                                  |                    | VRSQRT23PS zmm, m512                                     | Floating Point                   | Elementary Math Functions        | __m512 _mm512_rsqrt23_ps(__m512 a)
817      | _mm512_sbb_epi32                           | KNCNI                            | 0        |                                                                  |                    | VPSBBD zmm, k, zmm                                       | Integer                          | Arithmetic                       | __m512i _mm512_sbb_epi32(__m512i v2, __mmask16 k, __m512i v3, __mmask16 * borrow)
818      | _mm512_sbbr_epi32                          | KNCNI                            | 0        |                                                                  |                    | VPSBBRD zmm, k, zmm                                      | Integer                          | Arithmetic                       | __m512i _mm512_sbbr_epi32(__m512i v2, __mmask16 k, __m512i v3, __mmask16 * borrow)
819      | _mm512_scale_ps                            | KNCNI                            | 0        |                                                                  |                    | VSCALEPS zmm, zmm, m512                                  | Floating Point                   | Arithmetic                       | __m512 _mm512_scale_ps(__m512 a, __m512i b)
820      | _mm512_scale_round_ps                      | KNCNI                            | 0        |                                                                  |                    | VSCALEPS zmm, zmm, m512                                  | Floating Point                   | Arithmetic                       | __m512 _mm512_scale_round_ps(__m512 a, __m512i b, int rounding)
821      | _mm512_set_epi16                           | AVX512F                          | 0        |                                                                  |                    |                                                          | Integer                          | Set                              | __m512i _mm512_set_epi16(short e31, short e30, short e29, short e28, short e27, short e26, short e25, short e24, short e23, short e22, short e21, short e20, short e19, short e18, short e17, short e16, short e15, short e14, short e13, short e12, short e11, short e10, short e9, short e8, short e7, short e6, short e5, short e4, short e3, short e2, short e1, short e0)
822      | _mm512_set_epi32                           | AVX512F                          | 0        |                                                                  |                    |                                                          | Integer                          | Set                              | __m512i _mm512_set_epi32(int e15, int e14, int e13, int e12, int e11, int e10, int e9, int e8, int e7, int e6, int e5, int e4, int e3, int e2, int e1, int e0)
823      | _mm512_set_epi64                           | AVX512F                          | 0        |                                                                  |                    |                                                          | Integer                          | Set                              | __m512i _mm512_set_epi64(__int64 e7, __int64 e6, __int64 e5, __int64 e4, __int64 e3, __int64 e2, __int64 e1, __int64 e0)
824      | _mm512_set_epi8                            | AVX512F                          | 0        |                                                                  |                    |                                                          | Integer                          | Set                              | __m512i _mm512_set_epi8(char e63, char e62, char e61, char e60, char e59, char e58, char e57, char e56, char e55, char e54, char e53, char e52, char e51, char e50, char e49, char e48, char e47, char e46, char e45, char e44, char e43, char e42, char e41, char e40, char e39, char e38, char e37, char e36, char e35, char e34, char e33, char e32, char e31, char e30, char e29, char e28, char e27, char e26, char e25, char e24, char e23, char e22, char e21, char e20, char e19, char e18, char e17, char e16, char e15, char e14, char e13, char e12, char e11, char e10, char e9, char e8, char e7, char e6, char e5, char e4, char e3, char e2, char e1, char e0)
825      | _mm512_set_pd                              | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Set                              | __m512d _mm512_set_pd(double e7, double e6, double e5, double e4, double e3, double e2, double e1, double e0)
826      | _mm512_set_ps                              | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Set                              | __m512 _mm512_set_ps(float e15, float e14, float e13, float e12, float e11, float e10, float e9, float e8, float e7, float e6, float e5, float e4, float e3, float e2, float e1, float e0)
827      | _mm512_set1_pd                             | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Set                              | __m512d _mm512_set1_pd(double a)
828      | _mm512_set1_ps                             | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Set                              | __m512 _mm512_set1_ps(float a)
829      | _mm512_set4_epi32                          | AVX512F                          | 0        |                                                                  |                    |                                                          | Integer                          | Set                              | __m512i _mm512_set4_epi32(int d, int c, int b, int a)
830      | _mm512_set4_epi64                          | AVX512F                          | 0        |                                                                  |                    |                                                          | Integer                          | Set                              | __m512i _mm512_set4_epi64(__int64 d, __int64 c, __int64 b, __int64 a)
831      | _mm512_set4_pd                             | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Set                              | __m512d _mm512_set4_pd(double d, double c, double b, double a)
832      | _mm512_set4_ps                             | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Set                              | __m512 _mm512_set4_ps(float d, float c, float b, float a)
833      | _mm512_setr_epi32                          | AVX512F                          | 0        |                                                                  |                    |                                                          | Integer                          | Set                              | __m512i _mm512_setr_epi32(int e15, int e14, int e13, int e12, int e11, int e10, int e9, int e8, int e7, int e6, int e5, int e4, int e3, int e2, int e1, int e0)
834      | _mm512_setr_epi64                          | AVX512F                          | 0        |                                                                  |                    |                                                          | Integer                          | Set                              | __m512i _mm512_setr_epi64(__int64 e7, __int64 e6, __int64 e5, __int64 e4, __int64 e3, __int64 e2, __int64 e1, __int64 e0)
835      | _mm512_setr_pd                             | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Set                              | __m512d _mm512_setr_pd(double e7, double e6, double e5, double e4, double e3, double e2, double e1, double e0)
836      | _mm512_setr_ps                             | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Set                              | __m512 _mm512_setr_ps(float e15, float e14, float e13, float e12, float e11, float e10, float e9, float e8, float e7, float e6, float e5, float e4, float e3, float e2, float e1, float e0)
837      | _mm512_setr4_epi32                         | AVX512F                          | 0        |                                                                  |                    |                                                          | Integer                          | Set                              | __m512i _mm512_setr4_epi32(int d, int c, int b, int a)
838      | _mm512_setr4_epi64                         | AVX512F                          | 0        |                                                                  |                    |                                                          | Integer                          | Set                              | __m512i _mm512_setr4_epi64(__int64 d, __int64 c, __int64 b, __int64 a)
839      | _mm512_setr4_pd                            | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Set                              | __m512d _mm512_setr4_pd(double d, double c, double b, double a)
840      | _mm512_setr4_ps                            | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Set                              | __m512 _mm512_setr4_ps(float d, float c, float b, float a)
841      | _mm512_sin_pd                              | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Trigonometry                     | __m512d _mm512_sin_pd(__m512d a)
842      | _mm512_sin_ps                              | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Trigonometry                     | __m512 _mm512_sin_ps(__m512 a)
843      | _mm512_sincos_pd                           | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Trigonometry                     | __m512d _mm512_sincos_pd(__m512d * mem_addr, __m512d a)
844      | _mm512_sincos_ps                           | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Trigonometry                     | __m512 _mm512_sincos_ps(__m512 * mem_addr, __m512 a)
845      | _mm512_sind_pd                             | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Trigonometry                     | __m512d _mm512_sind_pd(__m512d a)
846      | _mm512_sind_ps                             | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Trigonometry                     | __m512 _mm512_sind_ps(__m512 a)
847      | _mm512_sinh_pd                             | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Trigonometry                     | __m512d _mm512_sinh_pd(__m512d a)
848      | _mm512_sinh_ps                             | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Trigonometry                     | __m512 _mm512_sinh_ps(__m512 a)
849      | _mm512_storenr_pd                          | KNCNI                            | 0        |                                                                  |                    | VMOVNRAPD m512, zmm                                      | Floating Point                   | Store                            | void _mm512_storenr_pd(void * mt, __m512d v)
850      | _mm512_storenr_ps                          | KNCNI                            | 0        |                                                                  |                    | VMOVNRAPS m512, zmm                                      | Floating Point                   | Store                            | void _mm512_storenr_ps(void * mt, __m512 v)
851      | _mm512_storenrngo_pd                       | KNCNI                            | 0        |                                                                  |                    | VMOVNRNGOAPD m512, zmm                                   | Floating Point                   | Store                            | void _mm512_storenrngo_pd(void * mt, __m512d v)
852      | _mm512_storenrngo_ps                       | KNCNI                            | 0        |                                                                  |                    | VMOVNRNGOAPS m512, zmm                                   | Floating Point                   | Store                            | void _mm512_storenrngo_ps(void * mt, __m512 v)
853      | _mm512_subr_epi32                          | KNCNI                            | 0        |                                                                  |                    | VPSUBRD zmm, zmm, zmm                                    | Integer                          | Arithmetic                       | __m512i _mm512_subr_epi32(__m512i v2, __m512i v3)
854      | _mm512_subr_pd                             | KNCNI                            | 0        |                                                                  |                    | VSUBRPD zmm, zmm, zmm                                    | Floating Point                   | Arithmetic                       | __m512d _mm512_subr_pd(__m512d v2, __m512d v3)
855      | _mm512_subr_ps                             | KNCNI                            | 0        |                                                                  |                    | VSUBRPS zmm, zmm, zmm                                    | Floating Point                   | Arithmetic                       | __m512 _mm512_subr_ps(__m512 v2, __m512 v3)
856      | _mm512_subr_round_pd                       | KNCNI                            | 0        |                                                                  |                    | VSUBRPD zmm, zmm, zmm                                    | Floating Point                   | Arithmetic                       | __m512d _mm512_subr_round_pd(__m512d v2, __m512d v3, int rounding)
857      | _mm512_subr_round_ps                       | KNCNI                            | 0        |                                                                  |                    | VSUBRPS zmm, zmm, zmm                                    | Floating Point                   | Arithmetic                       | __m512 _mm512_subr_round_ps(__m512 v2, __m512 v3, int rounding)
858      | _mm512_subrsetb_epi32                      | KNCNI                            | 0        |                                                                  |                    | VPSUBRSETBD zmm, k, zmm                                  | Integer                          | Arithmetic                       | __m512i _mm512_subrsetb_epi32(__m512i v2, __m512i v3, __mmask16 * borrow)
859      | _mm512_subsetb_epi32                       | KNCNI                            | 0        |                                                                  |                    | VPSUBSETBD zmm, k, zmm                                   | Integer                          | Arithmetic                       | __m512i _mm512_subsetb_epi32(__m512i v2, __m512i v3, __mmask16 * borrow)
860      | _mm512_svml_round_pd                       | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Special Math Functions           | __m512d _mm512_svml_round_pd(__m512d a)
861      | _mm512_swizzle_epi32                       | KNCNI                            | 0        |                                                                  |                    |                                                          | Integer                          | Swizzle                          | __m512i _mm512_swizzle_epi32(__m512i v, _MM_SWIZZLE_ENUM s)
862      | _mm512_swizzle_epi64                       | KNCNI                            | 0        |                                                                  |                    |                                                          | Integer                          | Swizzle                          | __m512i _mm512_swizzle_epi64(__m512i v, _MM_SWIZZLE_ENUM s)
863      | _mm512_swizzle_pd                          | KNCNI                            | 0        |                                                                  |                    |                                                          | Floating Point                   | Swizzle                          | __m512d _mm512_swizzle_pd(__m512d v, _MM_SWIZZLE_ENUM s)
864      | _mm512_swizzle_ps                          | KNCNI                            | 0        |                                                                  |                    |                                                          | Floating Point                   | Swizzle                          | __m512 _mm512_swizzle_ps(__m512 v, _MM_SWIZZLE_ENUM s)
865      | _mm512_tan_pd                              | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Trigonometry                     | __m512d _mm512_tan_pd(__m512d a)
866      | _mm512_tan_ps                              | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Trigonometry                     | __m512 _mm512_tan_ps(__m512 a)
867      | _mm512_tand_pd                             | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Trigonometry                     | __m512d _mm512_tand_pd(__m512d a)
868      | _mm512_tand_ps                             | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Trigonometry                     | __m512 _mm512_tand_ps(__m512 a)
869      | _mm512_tanh_pd                             | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Trigonometry                     | __m512d _mm512_tanh_pd(__m512d a)
870      | _mm512_tanh_ps                             | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Trigonometry                     | __m512 _mm512_tanh_ps(__m512 a)
871      | _mm512_trunc_pd                            | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Special Math Functions           | __m512d _mm512_trunc_pd(__m512d a)
872      | _mm512_trunc_ps                            | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Special Math Functions           | __m512 _mm512_trunc_ps(__m512 a)
873      | _mm512_undefined                           | AVX512F                          | 0        |                                                                  |                    |                                                          |                                  | General Support                  | __m512 _mm512_undefined(void )
874      | _mm512_undefined_epi32                     | AVX512F                          | 0        |                                                                  |                    |                                                          | Integer                          | General Support                  | __m512i _mm512_undefined_epi32()
875      | _mm512_undefined_pd                        | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | General Support                  | __m512d _mm512_undefined_pd()
876      | _mm512_undefined_ps                        | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | General Support                  | __m512 _mm512_undefined_ps()
877      | _mm512_zextpd128_pd512                     | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Cast                             | __m512d _mm512_zextpd128_pd512(__m128d a)
878      | _mm512_zextpd256_pd512                     | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Cast                             | __m512d _mm512_zextpd256_pd512(__m256d a)
879      | _mm512_zextps128_ps512                     | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Cast                             | __m512 _mm512_zextps128_ps512(__m128 a)
880      | _mm512_zextps256_ps512                     | AVX512F                          | 0        |                                                                  |                    |                                                          | Floating Point                   | Cast                             | __m512 _mm512_zextps256_ps512(__m256 a)
881      | _mm512_zextsi128_si512                     | AVX512F                          | 0        |                                                                  |                    |                                                          | Integer                          | Cast                             | __m512i _mm512_zextsi128_si512(__m128i a)
882      | _mm512_zextsi256_si512                     | AVX512F                          | 0        |                                                                  |                    |                                                          | Integer                          | Cast                             | __m512i _mm512_zextsi256_si512(__m256i a)
883      | _addcarry_u32                              |                                  | 11       | ADC_GPRv_GPRv_11                                                 | ADC                | ADC r32, r32                                             | Integer,Flag                     | Arithmetic                       | unsigned char _addcarry_u32(unsigned char c_in, unsigned int a, unsigned int b, unsigned int * out)
884      | _addcarry_u64                              |                                  | 11       | ADC_GPRv_GPRv_11                                                 | ADC                | ADC r64, r64                                             | Integer,Flag                     | Arithmetic                       | unsigned char _addcarry_u64(unsigned char c_in, unsigned __int64 a, unsigned __int64 b, unsigned __int64 * out)
885      | _addcarryx_u32                             | ADX                              | 23       | ADCX_GPR32d_GPR32d                                               | ADCX               | ADCX r32, r32                                            | Integer,Flag                     | Arithmetic                       | unsigned char _addcarryx_u32(unsigned char c_in, unsigned int a, unsigned int b, unsigned int * out)
886      | _addcarryx_u64                             | ADX                              | 25       | ADCX_GPR64q_GPR64q                                               | ADCX               | ADCX r64, r64                                            | Integer,Flag                     | Arithmetic                       | unsigned char _addcarryx_u64(unsigned char c_in, unsigned __int64 a, unsigned __int64 b, unsigned __int64 * out)
887      | _mm_add_pd                                 | SSE2                             | 52       | ADDPD_XMMpd_XMMpd                                                | ADDPD              | ADDPD xmm, xmm                                           | Floating Point                   | Arithmetic                       | __m128d _mm_add_pd(__m128d a, __m128d b)
888      | _mm_add_ps                                 | SSE                              | 54       | ADDPS_XMMps_XMMps                                                | ADDPS              | ADDPS xmm, xmm                                           | Floating Point                   | Arithmetic                       | __m128 _mm_add_ps(__m128 a, __m128 b)
889      | _mm_add_sd                                 | SSE2                             | 56       | ADDSD_XMMsd_XMMsd                                                | ADDSD              | ADDSD xmm, xmm                                           | Floating Point                   | Arithmetic                       | __m128d _mm_add_sd(__m128d a, __m128d b)
890      | _mm_add_ss                                 | SSE                              | 58       | ADDSS_XMMss_XMMss                                                | ADDSS              | ADDSS xmm, xmm                                           | Floating Point                   | Arithmetic                       | __m128 _mm_add_ss(__m128 a, __m128 b)
891      | _mm_addsub_pd                              | SSE3                             | 60       | ADDSUBPD_XMMpd_XMMpd                                             | ADDSUBPD           | ADDSUBPD xmm, xmm                                        | Floating Point                   | Arithmetic                       | __m128d _mm_addsub_pd(__m128d a, __m128d b)
892      | _mm_addsub_ps                              | SSE3                             | 62       | ADDSUBPS_XMMps_XMMps                                             | ADDSUBPS           | ADDSUBPS xmm, xmm                                        | Floating Point                   | Arithmetic                       | __m128 _mm_addsub_ps(__m128 a, __m128 b)
893      | _mm_aesdec_si128                           | AES                              | 74       | AESDEC_XMMdq_XMMdq                                               | AESDEC             | AESDEC xmm, xmm                                          | Integer                          | Cryptography                     | __m128i _mm_aesdec_si128(__m128i a, __m128i RoundKey)
894      | _mm_aesdeclast_si128                       | AES                              | 78       | AESDECLAST_XMMdq_XMMdq                                           | AESDECLAST         | AESDECLAST xmm, xmm                                      | Integer                          | Cryptography                     | __m128i _mm_aesdeclast_si128(__m128i a, __m128i RoundKey)
895      | _mm_aesenc_si128                           | AES                              | 82       | AESENC_XMMdq_XMMdq                                               | AESENC             | AESENC xmm, xmm                                          | Integer                          | Cryptography                     | __m128i _mm_aesenc_si128(__m128i a, __m128i RoundKey)
896      | _mm_aesenclast_si128                       | AES                              | 86       | AESENCLAST_XMMdq_XMMdq                                           | AESENCLAST         | AESENCLAST xmm, xmm                                      | Integer                          | Cryptography                     | __m128i _mm_aesenclast_si128(__m128i a, __m128i RoundKey)
897      | _mm_aesimc_si128                           | AES                              | 90       | AESIMC_XMMdq_XMMdq                                               | AESIMC             | AESIMC xmm, xmm                                          | Integer                          | Cryptography                     | __m128i _mm_aesimc_si128(__m128i a)
898      | _mm_aeskeygenassist_si128                  | AES                              | 92       | AESKEYGENASSIST_XMMdq_XMMdq_IMMb                                 | AESKEYGENASSIST    | AESKEYGENASSIST xmm, xmm, imm8                           | Integer                          | Cryptography                     | __m128i _mm_aeskeygenassist_si128(__m128i a, const int imm8)
899      | _andn_u32                                  | BMI1                             | 112      | ANDN_VGPR32d_VGPR32d_VGPR32d                                     | ANDN               | ANDN r32, r32, r32                                       | Integer                          | Bit Manipulation                 | unsigned int _andn_u32(unsigned int a, unsigned int b)
900      | _andn_u64                                  | BMI1                             | 114      | ANDN_VGPR64q_VGPR64q_VGPR64q                                     | ANDN               | ANDN r64, r64, r64                                       | Integer                          | Bit Manipulation                 | unsigned __int64 _andn_u64(unsigned __int64 a, unsigned __int64 b)
901      | _mm_andnot_pd                              | SSE2                             | 116      | ANDNPD_XMMxuq_XMMxuq                                             | ANDNPD             | ANDNPD xmm, xmm                                          | Floating Point                   | Logical                          | __m128d _mm_andnot_pd(__m128d a, __m128d b)
902      | _mm_andnot_ps                              | SSE                              | 118      | ANDNPS_XMMxud_XMMxud                                             | ANDNPS             | ANDNPS xmm, xmm                                          | Floating Point                   | Logical                          | __m128 _mm_andnot_ps(__m128 a, __m128 b)
903      | _mm_and_pd                                 | SSE2                             | 120      | ANDPD_XMMxuq_XMMxuq                                              | ANDPD              | ANDPD xmm, xmm                                           | Floating Point                   | Logical                          | __m128d _mm_and_pd(__m128d a, __m128d b)
904      | _mm_and_ps                                 | SSE                              | 122      | ANDPS_XMMxud_XMMxud                                              | ANDPS              | ANDPS xmm, xmm                                           | Floating Point                   | Logical                          | __m128 _mm_and_ps(__m128 a, __m128 b)
905      | _bextr_u32                                 | BMI1                             | 132      | BEXTR_VGPR32d_VGPR32d_VGPR32d                                    | BEXTR              | BEXTR r32, r32, r32                                      | Integer                          | Bit Manipulation                 | unsigned int _bextr_u32(unsigned int a, unsigned int start, unsigned int len)
906      | _bextr2_u32                                | BMI1                             | 132      | BEXTR_VGPR32d_VGPR32d_VGPR32d                                    | BEXTR              | BEXTR r32, r32, r32                                      | Integer                          | Bit Manipulation                 | unsigned int _bextr2_u32(unsigned int a, unsigned int control)
907      | _bextr_u64                                 | BMI1                             | 134      | BEXTR_VGPR64q_VGPR64q_VGPR64q                                    | BEXTR              | BEXTR r64, r64, r64                                      | Integer                          | Bit Manipulation                 | unsigned __int64 _bextr_u64(unsigned __int64 a, unsigned int start, unsigned int len)
908      | _bextr2_u64                                | BMI1                             | 134      | BEXTR_VGPR64q_VGPR64q_VGPR64q                                    | BEXTR              | BEXTR r64, r64, r64                                      | Integer                          | Bit Manipulation                 | unsigned __int64 _bextr2_u64(unsigned __int64 a, unsigned __int64 control)
909      | _mm_blend_pd                               | SSE4.1                           | 160      | BLENDPD_XMMdq_XMMdq_IMMb                                         | BLENDPD            | BLENDPD xmm, xmm, imm8                                   | Floating Point                   | Swizzle                          | __m128d _mm_blend_pd(__m128d a, __m128d b, const int imm8)
910      | _mm_blend_ps                               | SSE4.1                           | 162      | BLENDPS_XMMdq_XMMdq_IMMb                                         | BLENDPS            | BLENDPS xmm, xmm, imm8                                   | Floating Point                   | Swizzle                          | __m128 _mm_blend_ps(__m128 a, __m128 b, const int imm8)
911      | _mm_blendv_pd                              | SSE4.1                           | 164      | BLENDVPD_XMMdq_XMMdq                                             | BLENDVPD           | BLENDVPD xmm, xmm                                        | Floating Point                   | Swizzle                          | __m128d _mm_blendv_pd(__m128d a, __m128d b, __m128d mask)
912      | _mm_blendv_ps                              | SSE4.1                           | 166      | BLENDVPS_XMMdq_XMMdq                                             | BLENDVPS           | BLENDVPS xmm, xmm                                        | Floating Point                   | Swizzle                          | __m128 _mm_blendv_ps(__m128 a, __m128 b, __m128 mask)
913      | _blsi_u32                                  | BMI1                             | 172      | BLSI_VGPR32d_VGPR32d                                             | BLSI               | BLSI r32, r32                                            | Integer                          | Bit Manipulation                 | unsigned int _blsi_u32(unsigned int a)
914      | _blsi_u64                                  | BMI1                             | 174      | BLSI_VGPR64q_VGPR64q                                             | BLSI               | BLSI r64, r64                                            | Integer                          | Bit Manipulation                 | unsigned __int64 _blsi_u64(unsigned __int64 a)
915      | _blsmsk_u32                                | BMI1                             | 180      | BLSMSK_VGPR32d_VGPR32d                                           | BLSMSK             | BLSMSK r32, r32                                          | Integer                          | Bit Manipulation                 | unsigned int _blsmsk_u32(unsigned int a)
916      | _blsmsk_u64                                | BMI1                             | 182      | BLSMSK_VGPR64q_VGPR64q                                           | BLSMSK             | BLSMSK r64, r64                                          | Integer                          | Bit Manipulation                 | unsigned __int64 _blsmsk_u64(unsigned __int64 a)
917      | _blsr_u32                                  | BMI1                             | 184      | BLSR_VGPR32d_VGPR32d                                             | BLSR               | BLSR r32, r32                                            | Integer                          | Bit Manipulation                 | unsigned int _blsr_u32(unsigned int a)
